codigo_iss,clase,codigo_cups,descripcion,tipo_valor,uvr,valor_pesos
M01387,PB,036100,LISIS O RESECCION DE ADHERENCIAS EXTRADURALES EN MEDULA ESPINAL Y RAICES DE NERVIOS ESPINALES SOD CIRUGIA FUNCIONAL,UVR,200,
01260,PB,032200,CORDOTOMIA ABIERTA SOD *,UVR,210,
01260,PB,032301,"LESION DE TRACTOS DE ENTRADA DE RAICES POSTERIORES ( DREZ ), POR RADIOFRECUENCIA",UVR,210,
01260,PB,032400,MIELOTOMIA ABIERTA SOD *,UVR,210,
01261,,032100,CORDOTOMIA PERCUTANEA SOD *,UVR,125,
01265,PB,038200,NEUROLISIS DE RAICES ESPINALES SOD * IMPLANTES,UVR,105,
01271,PB,039001,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,UVR,80,
01271,PB,039002,INSERCION DE CATETER EPIDURAL EN CANAL ESPINAL CON PUERTA DE ENTRADA IMPLANTABLE PARA INFUSION DE SUSTANCIA TERAPEUTICA O PALIATIVA,UVR,80,
01272,PB,039302,"IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL, POR VIA PERCUTANEA",UVR,205,
01272,PB,039400,RETIRO DE ELECTRODOS Y/O RECEPTOR DE NEUROESTIMULACION ESPINAL SOD *,UVR,55,
01273,PB,039700,"REEMPLAZO, IRRIGACION O REVISION DE DERIVACION ESPINAL SOD",UVR,55,
01273,PB,039800,RETIRO DE DERIVACION ESPINAL SOD *,UVR,55,
01275,PB,039301,"IMPLANTACION DE ELECTRODOS O RECEPTOR DE NEUROESTIMULACION ESPINAL, INTRADURAL, POR LAMINECTOMIA",UVR,140,
01270,,348500,IMPLANTACION DE MARCAPASOS DIAFRAGMATICO SOD * * SOD: Otra Denominación PRUEBAS DIAGNOSTICAS,UVR,90,
01280,PB,033100,PUNCION LUMBAR SOD *,UVR,40,
01281,PB,010101,"PUNCIÓN CISTERNAL, VÍA LATERAL",UVR,70,
01281,PB,010102,"PUNCIÓN CISTERNAL, VÍA MEDIAL",UVR,70,
01282,PB,010901,PUNCION SUBDURAL,UVR,105,
01283,PB,010201,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE CATETER PREVIAMENTE IMPLANTADO,UVR,30,
01283,PB,010202,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR POR TREPANACION ( SIN CATETER),UVR,105,
01283,PB,010203,PUNCION [ASPIRACION DE LIQUIDO] VENTRICULAR A TRAVES DE UN RESERVORIO NERVIOS CRANEANOS RAQUIDEOS Y SIMPATICO NERVIOS CRANEANOS,UVR,30,
01300,PB,043001,ANASTOMOSIS DE NERVIO FACIAL,UVR,210,
01300,PB,047101,"REPARACION DE NERVIO FACIAL, POR INTERPOSICION DE NERVIO HIPOGLOSO",UVR,210,
01300,PB,047102,"REPARACION DE NERVIO FACIAL, POR ANASTOMOSIS TERMINO TERMINAL",UVR,200,
01302,PB,042201,"NEUROLISIS DE NERVIO XI, POR AMIGDALECTOMIA ESTEREOTAXICA",UVR,70,
01302,PB,053207,NEUROLISIS DEL GANGLIO SIMPATICO PRESACRO ( GANGLIO IMPAR DE WALTER),UVR,70,
M01402,PB,040200,SECCION DE NERVIO TRIGEMINO SOD,UVR,100,
M01403,PB,042101,"RIZOTOMIA DE NERVIO TRIGEMINAL, POR CRANEOTOMIA SUBOCCIPITAL",UVR,200,
M01404,PB,042102,"RIZOTOMIA DE NERVIO XI, POR CRANEOTOMIA SUBOCCIPITAL SISTEMA SIMPATICO",UVR,200,
01310,PB,052200,SIMPATECTOMIA CERVICAL SOD,UVR,175,
01311,PB,052300,SIMPATECTOMIA LUMBAR SOD,UVR,150,
01311,PB,052401,SIMPATECTOMIA PRESACRA POR LAPAROTOMIA,UVR,150,
M01502,PB,052101,GANGLIONECTOMIA ESFENOPALATINA PLEJOS,UVR,185,
01320,PB,055100,"EXPLORACION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",UVR,235,
01320,PB,055200,"DESCOMPRESION DE PLEJO O TRONCO (CERVICAL, LUMBAR O SACRO) SOD",UVR,235,
01321,PB,054201,"RECONSTRUCCION DE PLEJO, POR NEURORRAFIA",UVR,320,
01322,PB,779134,RESECCIÓN DE COSTILLA CERVICAL O SUPERNUMERARIA,UVR,250,
01323,PB,052601,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO NCOC *,UVR,260,
01323,PB,052602,RESECCION DE TUMOR EN NERVIO O GANGLIO SIMPATICO CERVICAL,UVR,290,
01323,PB,M01620,"RESECCION DE TUMOR DE PLEJO * NCOC: Clasificable bajo Otro Concepto Oftalmología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): APARATO LAGRIMAL",UVR,290,
02101,PB,095300,DRENAJE DE SACO LAGRIMAL SOD,UVR,30,
02102,PB,094100,EXTRACCIÓN DE CUERPO EXTRAÑO DE SACO LAGRIMAL SOD (66),UVR,30,
02110,PB,092100,DACRIOADENECTOMIA PARCIAL SOD,UVR,40,
02110,PB,092200,DACRIOADENECTOMIA TOTAL SOD,UVR,40,
02110,PB,096100,DACRIOCISTECTOMIA (SACO LAGRIMAL) SOD,UVR,40,
02121,PB,098101,DACRIOCISTORRINOSTOMÍA (DCR) VIA EXTERNA,UVR,60,
02121,PB,098201,CONJUNTIVODACRIOCISTORRINOSTOMÍA SIMPLE VIA EXTERNA,UVR,60,
02121,PB,098301,CONJUNTIVODACRIOCISTORRINOSTOMÍA CON INTUBACION VIA EXTERNA (66),UVR,95,
02132,PB,097100,PLASTIA DE CANALÍCULOS LAGRIMALES SOD,UVR,50,
02133,PB,097200,PLASTIA DE PUNTO LAGRIMAL [CIRUGIA DE WEBER] SOD,UVR,30,
02133,PB,097300,PLASTIA DE PUNTO LAGRIMAL MODIFICADA ( CON SUTURAS) SOD PARPADOS,UVR,30,
02211,PB,082000,"ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE PÁRPADO, SOD",UVR,30,
02211,PB,082100,RESECCIÓN DE CHALAZIÓN SOD,UVR,30,
02212,PB,080100,DRENAJE DE COLECCION POR BLEFAROTOMÍA SOD,UVR,30,
02214,PB,082301,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, UN TERCIO",UVR,50,
02215,PB,082302,"RESECCIÓN DE TUMOR BENIGNO O MALIGNO DE PÁRPADO, ESPESOR PARCIAL, DOS TERCIOS",UVR,120,
02216,PB,082401,"RESECCIÓN TOTAL DE PÁRPADO Y RECONSTRUCCIÓN, CON INJERTO O COLGAJO",UVR,200,
02216,PB,086200,RECONSTRUCCION DE PARPADO CON COLGAJO O INJERTO DE MEMBRANA MUCOSA SOD (355),UVR,130,
02216,PB,086300,RECONSTRUCCION DE PARPADO CON INJERTO DE FOLICULO PILOSO SOD (355),UVR,130,
02220,PB,088100,REPARACIÓN LINEAL DE LACERACIÓN DE PÁRPADO O CEJA SOD,UVR,30,
02220,PB,088201,SUTURA SUPERFICIAL DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA SIMPLE],UVR,30,
02221,PB,086400,RECONSTRUCCION DE PARPADO CON COLGAJO TARSOCONJUNTIVAL SOD (355),UVR,130,
02222,PB,088202,SUTURA SUPERFICIAL DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA SIMPLE],UVR,60,
02222,PB,088401,SUTURA PROFUNDA DE HERIDA UNICA DE PÁRPADO [BLEFARORRAFIA COMPLEJA],UVR,60,
02222,PB,088402,SUTURA PROFUNDA DE HERIDA MULTIPLE DE PÁRPADO [BLEFARORRAFIA COMPLEJA],UVR,60,
02222,PB,088403,SUTURA DE PÁRPADO Y RECONSTRUCCION CON INJERTO O COLGAJO,UVR,135,
02232,PB,084100,"CORRECCION DE ENTROPIÓN, POR TECNICA DE SUTURA SOD",UVR,50,
02232,PB,084400,"CORRECCION DE ECTROPION, POR TECNICA DE SUTURA SOD",UVR,50,
02235,PB,086101,BLEFAROPLASTIA SUPERIOR (355),UVR,100,
02235,PB,086102,BLEFAROPLASTIA INFERIOR (355),UVR,100,
02237,PB,089101,"ABLACIÓN DE PESTAÑAS, POR ELECTROLISIS (175)",UVR,30,
02242,PB,085300,CANTOPLASTIA (FIJACION DE CANTO) SOD,UVR,40,
02245,PB,087300,RECONSTRUCCION DE PLIEGUES EN CORRECCIÓN DE BLEFAROFIMOSIS SOD,UVR,90,
02245,PB,087401,RECONSTRUCCION DE PLIEGUES CORRECCIÓN DE EPICANTO CON CUATRO COLGAJOS [MUSTARDE],UVR,140,
02253,PB,083100,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON SUTURA SOD (4)",UVR,100,
02253,PB,083200,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR SUSPENSION FRONTAL CON FASCIA LATA SOD (4)",UVR,100,
02253,PB,083300,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION EXTERNA DEL ELEVADOR SOD (4) (196)",UVR,100,
02253,PB,083400,"CORRECCIÓN DE PTOSIS PALPEBRAL, POR RESECCION DEL ELEVADOR VIA CONJUNTIVAL SOD (4)",UVR,100,
M02223,PB,082600,TARSECTOMÍA SOD,UVR,35,
M02261,PB,085200,CANTORRAFIA SOD,UVR,30,
M02262,PB,085100,CANTOTOMÍA SOD CONJUNTIVA,UVR,30,
02302,PB,103103,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON SUTURA,UVR,45,
02302,PB,103104,RESECCIÓN DE PTERIGION SIMPLE ( NASAL O TEMPORAL) CON INJERTO,UVR,70,
02303,PB,103105,"RESECCIÓN DE PTERIGION REPRODUCIDO (NASAL O TEMPORAL), CON PLASTIA LIBRE O CITOSTÁTICOS",UVR,50,
02304,PB,103101,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA,UVR,50,
02305,PB,103102,RESECCIÓN DE QUISTE O TUMOR BENIGNO DE CONJUNTIVA CON INJERTO DE MUCOSA O MEMBRANA AMNIOTICA,UVR,70,
02306,PB,103107,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, SIN PLASTIA",UVR,90,
02310,PB,106100,SUTURA DE LA CONJUNTIVA SOD,UVR,30,
02311,PB,103106,"RESECCIÓN DE TUMOR MALIGNO DE CONJUNTIVA, CON PLASTIA (135)",UVR,130,
02311,PB,103108,PERITOMIA TOTAL,UVR,30,
02313,PB,104100,REPARACION DE SIMBLÉFARON CON INJERTO LIBRE DE CONJUNTIVA SOD,UVR,100,
02313,PB,104400,REPARACION DE SIMBLÉFARON CON INJERTO DE MUCOSA EXTRAOCULAR SOD,UVR,100,
02313,PB,105100,DIVISION DE SIMBLEFARON SOD ORBITA,UVR,60,
02401,PB,168405,"DESCOMPRESIÓN DE ÓRBITA VIA INFERIOR Y MEDIAL, ABORDAJE SUBCILIAR",UVR,100,
02402,PB,169203,DRENAJE DE COLECCION ANTERIOR DE ÓRBITA,UVR,30,
02403,PB,169204,DRENAJE DE COLECCION POSTERIOR DE ÓRBITA,UVR,100,
02404,PB,161100,EXTRACCIÓN DE CUERPO EXTRAÑO DE ÓRBITA SOD,UVR,125,
02405,PB,169201,RESECCIÓN DE TUMOR MALIGNO DE ÓRBITA,UVR,125,
02406,PB,165100,EXENTERACIÓN DE ÓRBITA CON ESCISIÓN DE ESTRUCTURAS ADYACENTES SOD,UVR,125,
02406,PB,165200,EXENTERACIÓN DE ÓRBITA CON EXTRACCION TERAPEUTICA DE HUESO ORBITAL SOD,UVR,125,
02407,PB,169202,RESECCIÓN DE TUMOR BENIGNO DE ÓRBITA,UVR,80,
02412,PB,767901,REDUCCION ABIERTA DE BORDE O PARED ORBITAL,UVR,120,
02412,PB,767902,REDUCCION ABIERTA DE FRACTURA DE UNA PARED ORBITARIA CON INJERTO,UVR,120,
02412,PB,767904,REDUCCIÓN ABIERTA DE FRACTURA DE PISO DE ÓRBITA Y RECONSTRUCCION CON INJERTO,UVR,135,
02412,PB,767905,REDUCCIÓN ABIERTA DE FRACTURA DE PARED MEDIAL DE ÓRBITA Y RECONSTRUCCION CON INJERTO GLOBO Y MUSCULOS OCULARES,UVR,135,
02501,PB,120000,EXTRACCION DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DE OJO SOD (201) APLICA: para la evacuación de hifema (201),UVR,85,
02502,,140000,EXTRACCION DE CUERPO EXTRAÑO DEL SEGMENTO POSTERIOR DEL OJO SOD,UVR,155,
02511,PB,164100,ENUCLEACIÓN CON O SIN IMPLANTE PROTÉSICO SOD,UVR,80,
02512,PB,164200,ENUCLEACIÓN CON INJERTO DERMOGRASO SOD,UVR,120,
02513,,163100,EVISCERACIÓN DEL GLOBO OCULAR CON IMPLANTE SOD,UVR,90,
02514,PB,166101,INSERCIÓN SECUNDARIA DE PRÓTESIS [IMPLANTE] CON FORMACIÓN DE FONDOS DE SACO CONJUNTIVALES,UVR,100,
02514,PB,168301,PLASTIA DE ÓRBITA CON RECONSTRUCCIÓN DE FONDOS DE SACO CON INJERTOS,UVR,100,
02520,PB,152100,PROCEDIMIENTO DE ALARGAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,UVR,80,
02520,PB,152200,PROCEDIMIENTO DE ACORTAMIENTO EN UN MUSCULO EXTRAOCULAR SOD,UVR,80,
02520,PB,154101,REINSERCION O RETROINSERCION DE MUSCULOS RECTOS (UNO O DOS),UVR,90,
02521,PB,154102,REINSERCION O RETROINSERCION DE MUSCULOS OBLICUOS (UNO O DOS),UVR,90,
02522,PB,154103,REINSERCION O RETROINSERCION DE MUSCULOS RECTO Y OBLICUO,UVR,150,
02523,PB,087100,RECONSTRUCCION DE PLIEGUES POR ACORTAMIENTO DE TENDÓN CANTAL MEDIAL (TELECANTO) SOD CORNEA Y ESCLEROTICA,UVR,80,
02602,PB,100100,"EXTRACCION DE CUERPO EXTRAÑO INCRUSTADO EN CONJUNTIVA, POR INCISION SOD",UVR,50,
02602,PB,111100,"EXTRACCIÓN DE CUERPO EXTRAÑO PROFUNDO EN CÓRNEA, POR INCISION SOD",UVR,50,
02604,,117400,QUERATOTOMÍA RADIAL MIÓPICA O ASTIGMÁTICA [CIRUGÍA REFRACTIVA INCISIONAL] SOD,UVR,60,
02605,PB,M02605,QUERATECTOMÍA CON EXCÍMER LÁSER (FOTORREFRACTIVA O FOTOTERAPÉUTICA ),UVR,120,
02610,PB,103201,"ABLACIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA, POR DIATERMIA O CRIOCOAGULACION",UVR,30,
02610,PB,114200,"CAUTERIZACIÓN DE CÓRNEA (TERMO, QUIMIO, O CRIOAPLICACIÓN) SOD",UVR,30,
02610,PB,128402,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, POR DIATERMIA O CRIOTERAPIA",UVR,30,
02611,PB,117600,QUERATECTOMÍA SOD,UVR,50,
02612,PB,114100,RESECCIÓN SIMPLE DE TUMOR DE CÓRNEA SOD,UVR,50,
02613,PB,118100,QUERATOPIGMENTACION (TATUAJE DE LA CÓRNEA) SOD,UVR,30,
02621,PB,115100,SUTURA DE CORNEA SOD,UVR,80,
02622,PB,116200,QUERATOPLASTIA PENETRANTE SOD,UVR,170,
02623,PB,115800,RETIRO DE SUTURA EN CÓRNEA SOD,UVR,30,
02624,PB,116100,QUERATOPLASTIA LAMELAR O SUPERFICIAL SOD,UVR,115,
02626,PB,115101,CORNOESCLERORRAFIA ( REPARACIÓN DE HERIDA CORNEOESCLERAL),UVR,150,
02627,PB,E02626,QUERATOFAQUIA,UVR,140,
02628,PB,E02627,QUERATOMILEUSIS,UVR,140,
02629,PB,116300,"QUERATOPLASTIA PENETRANTE, COMBINADA CON CIRUGIA DE CATARATA,ANTIGLAUCOMATOSA O LENTE INTRAOCULAR [CIRUGIA TRIPLE] SOD",UVR,210,
02630,PB,117300,IMPLANTE DE PRÓTESIS CORNEANA (QUERATOPRÓTESIS) SOD,UVR,100,
02631,,117500,QUERATOTOMÍA FOTORREFRACTIVA CON LASER CON QUERATOMILEUSIS [LASIK] SOD,UVR,160,
02640,PB,115200,REPARACION DE DESHISCENCIA DE HERIDA POS OPERATORIA CORNEAL SOD,UVR,90,
02640,PB,128100,SUTURA DE LA ESCLERA (ESCLERORRAFIA) SOD,UVR,90,
02640,PB,128800,PLASTIAS EN ESCLERA (ESCLEROPLASTIA) SOD (176),UVR,90,
02642,PB,115301,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR PARCIAL (5),UVR,170,
02642,PB,115302,REPARACION DE LACERACION O HERIDA CORNEAL CON INJERTO ESPESOR TOTAL (5),UVR,170,
02642,PB,116400,ESCLEROQUERATOPLASTIA SOD,UVR,170,
02643,PB,128401,"RESECCIÓN DE TUMOR DE LA ESCLERÓTICA, VÍA ABIERTA",UVR,70,
M02720,PB,123500,COREOPLASTIA (PUPILOPLASTIA) SOD IRIS Y CUERPO CILIAR,UVR,50,
02702,PB,121400,"IRIDECTOMÍA ( BASAL, PERIFÉRICA Y TOTAL) SOD",UVR,80,
02703,PB,123400,REPARACION O SUTURA DE IRIDODIÁLISIS SOD,UVR,90,
02705,PB,124201,RESECCIÓN DE TUMOR DE IRIS,UVR,90,
02706,PB,124401,RESECCIÓN DE TUMOR DE CUERPO CILIAR,UVR,100,
02710,PB,123001,"IRIDOPLASTIA, CON SUTURA",UVR,90,
02712,PB,121301,"REDUCCIÓN DE HERNIA DE IRIS, POR SUTURA DE IRIS",UVR,65,
02731,PB,126601,REVISIÓN DE AMPOLLA FILTRANTE CON AGUJA,UVR,50,
02732,PB,M02732,CICLOCRIOCOAGULACIÓN,UVR,30,
02733,PB,M02806,CICLOFOTOCOAGULACIÓN CAMARA ANTERIOR Y RETINA,UVR,40,
02801,PB,125500,CICLODIÁLISIS SOD,UVR,50,
02802,PB,E02803,IRIDENCLEISIS,UVR,65,
02803,PB,125100,GONIOTOMIA SOD,UVR,70,
02804,PB,125400,TRABECULOTOMÍA SOD,UVR,87,
02805,PB,126400,TRABECULECTOMÍA PRIMARIA SOD (67),UVR,150,
02805,PB,126401,TRABECULECTOMÍA SECUNDARIA (CON CIRUGIA OCULAR PREVIA) (67),UVR,150,
02806,PB,126700,INSERCIÓN DE IMPLANTE PARA GLAUCOMA SOD,UVR,150,
02806,PB,126705,REVISION ANTERIOR DE TUBO DE IMPLANTE OPERACIONES EN LA RETINA,UVR,95,
02810,PB,144101,IDENTACION ESCLERAL CON IMPLANTACION Y CRIOTERAPIA,UVR,160,
02811,PB,142101,"ABLACIÓN DE LESIÓN CORIORETINAL, POR DIATERMIA O CRIOTERAPIA",UVR,110,
02811,PB,143101,REPARACIÓN DE DESGARRO RETINAL (RETINOPEXIA) POR DIATERMIA O CRIOTERAPIA (68) APLICA: para la reparación de cualquier defecto retinal (68),UVR,130,
02811,PB,145101,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON DIATERMIA O CRIOTERAPIA (69)",UVR,130,
02812,,127501,TRABECULOPLASTIA CON LASER,UVR,130,
02812,PB,142300,"ABLACIÓN DE LESIÓN CORIORETINAL, POR FOTOCOAGULACION (LASER) SOD",UVR,130,
02812,PB,143300,REPARACIÓN DE DESGARRO RETINAL POR FOTOCOAGULACION (LASER) SOD (68),UVR,130,
02812,PB,145300,"REPARACION DE DESPRENDIMIENTO DE RETINA, CON FOTOCOAGULACION (LASER) SOD (69)",UVR,130,
02813,PB,144102,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS (NEUMORETINOPEXIA) Y CRIOTERAPIA",UVR,170,
02814,PB,144103,"IDENTACION ESCLERAL CON IMPLANTACION, TAMPONAMIENTO INTERNO CON GAS (NEUMORETINOPEXIA) Y FOTOCOAGULACION (LASER) CRISTALINO Y CUERPO VITREO",UVR,200,
02901,PB,136501,CAPSULOTOMÍA,UVR,20,
02903,PB,131100,EXTRACCIÓN INTRACAPSULAR DE CRISTALINO SOD,UVR,100,
02903,PB,132200,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR ASPIRACION SOD,UVR,100,
02903,PB,132400,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO EN PRESENCIA DE AMPOLLA FILTRANTE PREVIA SOD,UVR,100,
02905,PB,137100,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO CON IMPLANTE DE LENTE INTRAOCULAR SUTURADO SOD,UVR,155,
02906,PB,138100,EXTRACCION DE LENTE INTRAOCULAR (PSEUDOCRISTALINO) SOD,UVR,90,
02907,PB,137200,IMPLANTE DE LENTE INTRAOCULAR SECUNDARIO SOD,UVR,90,
02908,PB,132300,EXTRACCIÓN EXTRACAPSULAR DE CRISTALINO POR FACOEMULSIFICACION SOD OPERACIONES EN CUERPO VITREO,UVR,125,
02910,PB,146100,RETIRO DE MATERIAL IMPLANTADO DEL SEGMENTO POSTERIOR DE OJO SOD,UVR,110,
02910,PB,147401,VITRECTOMÍA VIA POSTERIOR CON INSERCIÓN DE SILICÓN O GASES (136),UVR,190,
02912,PB,147301,VITRECTOMÍA VIA ANTERIOR CON VITRIÓFAGO,UVR,135,
02913,PB,147402,"VITRECTOMÍA VIA POSTERIOR CON RETINOPEXIA práctica, personas entre 20 y 50 años de edad, en los siguientes casos : a) miopía con defectos de -4 dioptrías o superiores y en el astigmatismo miópico con equivalente esférico de -4 dioptrías o superior. b) hipermetropía con o sin astigmatismo, cuando el valor de la esfera se encuentre en rango entre 2 y 7 dioptrías . realización del procedimiento en asegurados hasta de 20 años y mayores de 50, requiere concepto favorable de la Junta Médico-Quirúrgica del Servicio de Oftalmología. Otorrinolaringología, la siguiente nomenclatura y calificación en Unidades de Valor Relativo (UVR): OIDO EXTERNO INCISIONES EN OIDO EXTERNO Y PABELLON AURICULAR",UVR,240,
03101,PB,180100,DRENAJE DE COLECCIÓN DE PABELLÓN AURICULAR SOD,UVR,22,
03101,PB,180200,DRENAJE DE COLECCIÓN DE CONDUCTO AUDITIVO EXTERNO SOD,UVR,22,
03103,PB,180300,"EXTRACCIÓN DE CUERPO EXTRAÑO DE CONDUCTO AUDITIVO EXTERNO, CON INCISION SOD INCISIONES DE LESION EN OIDO EXTERNO Y PABELLON AURICULAR",UVR,50,
03110,PB,182200,RESECCIÓN DE APÉNDICE PREAURICULAR SOD,UVR,30,
03111,PB,182100,RESECCIÓN DE FÍSTULA O QUISTE PREAURICULAR SOD,UVR,55,
03112,PB,182300,RESECCIÓN DE QUISTE DE PABELLÓN AURICULAR SOD,UVR,30,
03113,PB,183101,RESECCIÓN DE TUMOR BENIGNO DE CONDUCTO AUDITIVO EXTERNO,UVR,50,
03114,PB,183102,AURICULECTOMIA PARCIAL,UVR,110,
03114,PB,183103,AURICULECTOMIA TOTAL,UVR,120,
03115,PB,183104,AURICULECTOMIA (PARCIAL O TOTAL ) CON RESECCION PARCIAL O TOTAL DEL HUESO TEMPORAL,UVR,180,
03116,PB,202101,DRENAJE DE COLECCIÓN DE MASTOIDES OPERACIONES REPARADORAS DE CONDUCTO AUDITIVO EXTERNO Y PABELLON AURICULAR,UVR,40,
03120,PB,184100,SUTURA DE LACERACION DE PABELLÓN AURICULAR SOD,UVR,30,
03121,PB,186200,RECONSTRUCCION DE MEATO AUDITIVO EXTERNO SOD (70) resección de tumor maligno de oído externo (70),UVR,140,
03123,PB,187100,RECONSTRUCCIÓN DE PABELLÓN AURICULAR SOD OIDO MEDIO Y MASTOIDES INCISIONES EN TIMPANO,UVR,90,
03201,PB,200101,TIMPANOSTOMIA CON DRENAJE DE MEMBRANA TIMPÁNICA,UVR,50,
03202,PB,202301,TIMPANOTOMÍA EXPLORATORIA OPERACIONES PLASTICAS EN OIDO MEDIO,UVR,55,
03210,PB,194101,TIMPANOPLASTIA TIPO I (CIERRE DE PERFORACIÓN) (71) EXCLUYE: la estapedectomía simultánea (71),UVR,108,
03211,PB,194102,"TIMPANOPLASTIA TIPO II (CON RECONSTRUCCION DE CADENA OSEA: MARTILLO, YUNQUE Y/O ESTRIBO U OSICULOPLASTIA) (71) OPERACIONES EN ESTRIBO",UVR,220,
03221,PB,191100,ESTAPEDECTOMÍA O ESTAPEDOTOMIA CON COLOCACION DE PRÓTESIS SOD (71),UVR,280,
03221,PB,192100,REVISIÓN DE ESTAPEDECTOMÍA O ESTAPEDOTOMIA SOD (71) OPERACIONES EN MASTOIDES,UVR,35,
03230,PB,204100,MASTOIDECTOMÍA SIMPLE (ÁTICO ANTROMASTOIDECTOMÍA) SOD (72) EXCLUYE: la implantación de prótesis coclear (72),UVR,170,
03231,PB,204200,MASTOIDECTOMÍA RADICAL SOD (72),UVR,200,
03233,PB,209100,REVISIÓN DE MASTOIDECTOMÍAS O MASTOIDOPLASTIAS SOD,UVR,200,
03236,,199100,CIERRE DE FÍSTULA PERILINFATICA DE OÍDO MEDIO SOD (71),UVR,150,
03237,,205900,PETROSECTOMÍA SOD OTRAS OPERACIONES EN OIDO MEDIO,UVR,130,
03240,PB,205101,"RESECCIÓN DE TUMOR GLOMICO, VIA TRANSMASTOIDEA (73)",UVR,200,
03240,PB,205102,"RESECCIÓN DE TUMOR GLOMICO, CON EXTENSION EXTRATEMPORAL O CERVICAL (73) OIDO INTERNO INCISIONES Y EXCISIONES EN OIDO INTERNO",UVR,200,
03301,PB,207301,DESCOMPRESION DE SACO ENDOLINFATICO CON DERIVACION (178) APLICA: para el drenaje y/o fistulización de saco endolinfático y/o laberinto (178),UVR,170,
03302,PB,207501,"LABERINTECTOMÍA Y VESTIBULOTOMÍA, POR VÍA TRANSMASTOIDEA (179)",UVR,200,
M03310,PB,040101,"ESCISIÓN DE NEUROMA ACUSTICO, VÍA SUBOCCIPITAL",UVR,225,
M03311,PB,040102,"ESCISION DE NEUROMA ACUSTICO, VIA RETROSIGMOIDEA",UVR,225,
M03312,PB,040103,"ESCISION DE NEUROMA ACUSTICO, VIA TRANSLABERINTICA",UVR,225,
M03313,PB,040104,"ESCISION DE NEUROMA ACUSTICO, VIA TRANSOTICA OTRAS OPERACIONES EN OIDO INTERNO",UVR,225,
03312,,209600,IMPLANTACIÓN O SUSTITUCION DE PRÓTESIS COCLEAR SOD,UVR,400,
03312,,209601,INSERCIÓN DE PRÓTESIS COCLEAR DE CANAL ÚNICO,UVR,400,
03312,,209602,INSERCIÓN DE PRÓTESIS COCLEAR DE CANAL MÚLTIPLE NARIZ Y SENOS PARANASALES RESECCIONES DE LESION EN LA NARIZ,UVR,400,
03403,PB,215101,RESECCIÓN DE TUMOR BENIGNO DE CAVUM CON EXTENSION INTRACRANEANA,UVR,300,
03403,PB,215103,"RESECCION DE TUMOR MALIGNO DE CAVUM, VIA TRANSPALATINA",UVR,300,
03405,PB,213101,"RESECCIÓN DE TUMOR BENIGNO DE FOSA NASAL, VIA TRANSNASAL",UVR,65,
03408,PB,213201,ESCISIÓN ABIERTA DE LA OZENA [CIRUGÍA DE EYRIES-REMADIER] OPERACIONES DEL SEPTUM NASAL,UVR,100,
03409,PB,218802,SEPTOPLASTIA CON CIERRE DE PERFORACIÓN SEPTAL (180),UVR,100,
03410,PB,211301,DRENAJE DE LESIÓN (COLECCIÓN) EN PIRAMIDE NASAL OPERACIONES DE LOS CORNETES,UVR,40,
03421,PB,218701,TURBINOPLASTIA VIA TRANSNASAL,UVR,50,
03421,PB,218702,TURBINOPLASTIA ENDOSCOPICA VIA TRANSNASAL,UVR,50,
M03424,PB,211100,CONDROTOMÍA NASAL SOD OPERACIONES PLASTICAS EN LA NARIZ,UVR,35,
03430,PB,218801,SEPTORRINOPLASTIA FUNCIONAL PRIMARIA NCOC **,UVR,95,
